premises,hypothesis,labels,Lexical Semantics,Logic,Domain, Lexical Semantics,Type,Knowledge,Predicate-Argument Structure,Key Elements,Premise Polarity,Hypothesis Certainty,Verb Category,Inference derivation,Common-Sense Type 1,Common-Sense Type 2
Feminist politics became decreasingly professionalised.,History shows that feminist politics became increasingly professionalised.,Contradiction,Factivity,,Artificial,,,,,shows,Negative,Counterfact,Expressing proof,Lexically driven,,
Cinema is the most influential art form.,It has been demonstrated that cinema is the most influential art form.,Neutral,Factivity,,Artificial,,,,,demonstrated,Positive,Fact,Expressing proof,Lexically driven,,
Cinema is the most influential art form.,It has been proven that cinema is the most influential art form.,Neutral,Factivity,,Artificial,,,,,proven,Positive,Fact,Expressing proof,Lexically driven,,
Cinema is the most influential art form.,Cinema is probably the most influential art form.,Neutral,Factivity,,Artificial,,,,,probably,,Possibly Fact,Adverbial,Lexically driven,,
Cinema is not the most influential art form.,It is clear that cinema is not the most influential art form.,Neutral,Factivity,,Artificial,,,,,clear,,Possibly counterfact,Impersonal,Construction driven,,
Andrew believes what his girlfriend told him.,Apparently Andrew believes what his girlfriend told him.,Neutral,Factivity,,Artificial,,,,,apparently,,Possibly Counterfact,Adverbial,Lexically driven,,
Mary is your sister.,More likely Mary is your sister.,Neutral,Factivity,,Artificial,,,,,more likely,,Possibly Fact,Adverbial,Lexically driven,,
Mary is probably your sister.,More likely Mary is your sister.,Entailment,Factivity,,Artificial,,,,,more likely,Positive,Fact,Factive,Lexically driven,,
Mary is not your sister.,More likely Mary is not your sister.,Neutral,Factivity,,Artificial,,,,,more likely,,Possibly Fact,Adverbial,Lexically driven,,
Mary might be your sister.,More likely Mary is your sister.,Neutral,Factivity,,Artificial,,,,,more likely,Positive,Fact,Adverbial,Lexically driven,,
Donald's testimony is biased.,Donald's testimony is probably biased and will be dismissed.,Neutral,Factivity,,Artificial,,,,,probably,,Possibly Fact,Adverbial,Lexically driven,,
Donald's testimony will be surely dismissed.,Donald's testimony is presumed to be biased and will be easily dismissed.,Neutral,Factivity,,Artificial,,,,,will be,,Possibly Fact,Volition,Lexically driven,,
Donald's testimony is presumed to be biased.,Donald's testimony is presumed to be biased and will be easily dismissed.,Neutral,Factivity,,Artificial,,,,,presumed,Positive,Fact,Factive,Construction driven,,
Megan's lover killed her child.,Megan's lover probably killed her child.,Neutral,Factivity,,Artificial,,,,,probably,,Possibly Fact,Adverbial,Lexically driven,,
Somebody killed Megan's child.,Megan's presumed lover killed her child.,Neutral,Factivity,,Artificial,,,,,killed,Positive,Fact,Factive,Construction driven,,
Megan had a lover.,Megan's lover probably killed her child.,Neutral,Factivity,,Artificial,,,,,killed,Positive,Fact,Factive,Construction driven,,
Megan had a lover.,Megan's presumed lover probably killed her child.,Neutral,Factivity,,Artificial,,,,,presumed,,Possibly Fact,Adjective,Lexically driven,,
The killer was arrested.,The presumed killer was arrested.,Neutral,Factivity,,Artificial,,,,,presumed,,Possibly Fact,Adjective,Lexically driven,,
Somebody was arrested.,The presumed killer was arrested.,Neutral,Factivity,,Artificial,,,,,was arrested,Positive,Fact,Factive,Construction driven,,
Eleonor got her job back.,Eleonor unsuccessfully tried to get her job back.,Contradiction,Factivity,,Artificial,,,,,unsuccessfully,Negative,Counterfact,Adverbial,Lexically driven,,
Eleonor got her job back.,Eleonor successfully tried to get her job back.,Entailment,Factivity,,Artificial,,,,,successfully,Positive,Fact,Adverbial,Lexically driven,,
Eleonor did not get her job back.,Eleonor unsuccessfully tried to get her job back.,Entailment,Factivity,,Artificial,,,,,unsuccessfully,Negative,Fact,Adverbial,Lexically driven,,
Eleonor did not get her job back.,Eleonor successfully tried to get her job back.,Contradiction,Factivity,,Artificial,,,,,successfully,Positive,Counterfact,Adverbial,Lexically driven,,
Eleonor got her job back.,Eleonor tried to get her job back.,Entailment,Factivity,,Artificial,,,,,tried to,,Possibly Fact,Factive,Construction driven,,
Eleonor did not get her job back.,Eleonor tried to get her job back.,Entailment,Factivity,,Artificial,,,,,tried to,,Possibly Fact,Factive,Construction driven,,
Jules passed the exam.,Jules vainly tried to pass the exam.,Contradiction,Factivity,,Artificial,,,,,vainly,Negative,Counterfact,Adverbial,Lexically driven,,
Jules failed the exam.,Jules vainly tried to pass the exam.,Entailment,Factivity,,Artificial,,,,,vainly,Positive,Fact,Adverbial,Lexically driven,,
Jules tried to pass the exam.,Jules vainly tried to pass the exam.,Neutral,Factivity,,Artificial,,,,,tried to,Positive,Fact,Factive,Lexically driven,,
Jules did not pass the exam.,Jules vainly tried to pass the exam.,Entailment,Factivity,,Artificial,,,,,vainly,Positive,Fact,Adverbial,Lexically driven,,
Alex found his keys.,Alex vainly searched for his keys.,Contradiction,Factivity,,Artificial,,,,,vainly,Negative,Counterfact,Adverbial,Lexically driven,,
Alex did not find his keys.,Alex vainly searched for his keys.,Entailment,Factivity,,Artificial,,,,,vainly,Positive,Fact,Adverbial,Lexically driven,,
Alex knew where his keys were.,Alex vainly searched for his keys.,Contradiction,Factivity,,Artificial,,,,,searched,Negative,Counterfact,Factive,Construction driven,,
Daniel did not show up.,Joey vainly waited for Daniel.,Neutral,Factivity,,Artificial,,,,,vainly,Positive,Fact,Adverbial,Lexically driven,,
Daniel met Joey at the restaurant.,Joey vainly waited for Daniel at the restaurant.,Contradiction,Factivity,,Artificial,,,,,vainly,Negative,Counterfact,Adverbial,Lexically driven,,
The fridge was empty.,Cher informed Lucas that the fridge was empty.,Neutral,Factivity,,Artificial,,,,,informed,Positive,Fact,Report,Lexically driven,,
The fridge was not empty.,Cher informed Lucas that the fridge was empty.,Contradiction,Factivity,,Artificial,,,,,informed,Positive,Counterfact,Report,Lexically driven,,
The fridge was full.,Cher informed Lucas that the fridge was empty.,Contradiction,Factivity,,Artificial,,,,,informed,Negative,Counterfact,Report,Lexically driven,,
Stephen did not go to school yesterday.,Stephan's father suspects that he did not go to school yesterday.,Neutral,Factivity,,Artificial,,,,,suspects,,Possibly Fact,Belief and opinion,Lexically driven,,
Stephen went to school yesterday.,Stephan's father suspects that he did not go to school yesterday.,Neutral,Factivity,,Artificial,,,,,suspects,,Possibly Fact,Belief and opinion,Lexically driven,,
Stephen's father suspects he did not go to school yesterday.,Stephen's father knows he did not go to school yesterday.,Neutral,Factivity,,Artificial,,,,,knows,,Fact,Knowledge,Lexically driven,,
Stephen did not go to school yesterday.,Stephen's father knows he did not go to school yesterday.,Neutral,Factivity,,Artificial,,,,,knows,Negative,Fact,Knowledge,Lexically driven,,
Stephen went to school yesterday.,Stephen's father knows he did not go to school yesterday.,Contradiction,Factivity,,Artificial,,,,,knows,Negative,Counterfact,Knowledge,Lexically driven,,
It was raining.,Jessica concluded that it was raining.,Neutral,Factivity,,Artificial,,,,,concluded,Positive,Fact,Inferencing process,Lexically driven,,
It was not raining.,Jessica concluded that it was raining.,Contradiction,Factivity,,Artificial,,,,,concluded,Positive,Counterfact,Inferencing process,Lexically driven,,
Jessica suspected that it was raining.,Jessica concluded that it was raining.,Neutral,Factivity,,Artificial,,,,,concluded,,Fact,Inferencing process,Lexically driven,,
It was raining.,Jessica guessed that it was raining.,Neutral,Factivity,,Artificial,,,,,guessed,,Possibly Fact,Belief and opinion,Lexically driven,,
It was not raining.,Jessica guessed that it was raining.,Neutral,Factivity,,Artificial,,,,,guessed,,Possibly counterfact,Belief and opinion,Lexically driven,,
It was hailing.,Jessica heard that it was hailing.,Neutral,Factivity,,Artificial,,,,,heard,Positive,Fact,Perception,Lexically driven,,
It was not hailing.,Jessica heard that it was hailing.,Contradiction,Factivity,,Artificial,,,,,heard,Positive,Counterfact,Perception,Lexically driven,,
Tim was outside Andie's window.,Andie recognised Tim from the window.,Neutral,Factivity,,Artificial,,,,,recognised,Positive,Fact,Perception,Lexically driven,,
Tim was not outside Andie's window.,Andie recognised Tim from the window.,Contradiction,Factivity,,Artificial,,,,,recognised,Positive,Counterfact,Perception,Lexically driven,,
Tim could be outside Andie's window.,Andie recognised Tim from the window.,Neutral,Factivity,,Artificial,,,,,recognised,,Possibly Fact,Perception,Lexically driven,,
Andie knew Tim was outside her window.,Andie recognised Tim from the window.,Entailment,Factivity,,Artificial,,,,,recognised,Positive,Fact,Perception,Lexically driven,,
Andie realized Tim was outside her window.,Andie recognised Tim from the window.,Entailment,Factivity,,Artificial,,,,,recognised,Positive,Fact,Perception,Lexically driven,,
Marta killed Sam.,Marta confessed that she killed Sam.,Neutral,Factivity,,Artificial,,,,,confessed,Positive,Fact,Expressing proof,Lexically driven,,
Marta did not kill Sam.,Marta confessed that she killed Sam.,Contradiction,Factivity,,Artificial,,,,,confessed,Positive,Counterfact,Expressing proof,Lexically driven,,
Marta told that she killed Sam.,Marta confessed that she killed Sam.,Neutral,Factivity,,Artificial,,,,,confessed,Positive,Fact,Factive,Lexically driven,,
Sally shot the Senator.,Sally confessed that she shot the Senator.,Neutral,Factivity,,Artificial,,,,,confessed,Positive,Fact,Expressing proof,Lexically driven,,
Sally did not shoot the Senator.,Sally just confessed that she shot the Senator.,Contradiction,Factivity,,Artificial,,,,,confessed,Positive,Counterfact,Expressing proof,Lexically driven,,
Clark was involved in the kidnapping.,Clark admitted that he he was involved in the kidnapping.,Neutral,Factivity,,Artificial,,,,,admitted,Positive,Fact,Expressing proof,Lexically driven,,
Clark was not involved in the kidnapping.,Clark admitted that he he was involved in the kidnapping.,Contradiction,Factivity,,Artificial,,,,,admitted,Positive,Counterfact,Expressing proof,Lexically driven,,
Nate had an affair.,At least Nate admitted that he had an affair.,Neutral,Factivity,,Artificial,,,,,admitted,Positive,Fact,Expressing proof,Lexically driven,,
Nate did not have an affair.,At least Nate admitted that he had an affair.,Contradiction,Factivity,,Artificial,,,,,admitted,Positive,Counterfact,Expressing proof,Lexically driven,,
Nate has an affair.,At least Nate admitted that he had an affair.,Neutral,Factivity,,Artificial,,,,,had,,Possibly Fact,Factive,Construction driven,,
Chuck killed Danny.,Chuck admitted that he killed Danny.,Neutral,Factivity,,Artificial,,,,,admitted,Positive,Fact,Expressing proof,Lexically driven,,
Chuck did not kill Danny.,Chuck admitted that he killed Danny.,Contradiction,Factivity,,Artificial,,,,,admitted,Positive,Counterfact,Expressing proof,Lexically driven,,
Danny was killed.,Chuck admitted that he killed Danny.,Neutral,Factivity,,Artificial,,,,,admitted,Positive,Fact,Expressing proof,Construction driven,,
Danny is dead.,Chuck admitted that he killed Danny.,Neutral,Factivity,,Artificial,,,,,admitted,Positive,Fact,Expressing proof,Construction driven,,
Michael stole the music.,Michael admitted that he stole the music.,Neutral,Factivity,,Artificial,,,,,admitted,Positive,Fact,Expressing proof,Lexically driven,,
Michael did not steal the music.,Michael admitted that he stole the music.,Contradiction,Factivity,,Artificial,,,,,admitted,Positive,Counterfact,Expressing proof,Lexically driven,,
Michael stole the music.,Michael admitted that he did not steal the music.,Contradiction,Factivity,,Artificial,,,,,admitted,Negative,Counterfact,Expressing proof,Lexically driven,,
Michael did not steal the music.,Michael admitted that he did not steal the music.,Neutral,Factivity,,Artificial,,,,,admitted,Negative,Fact,Expressing proof,Lexically driven,,
Selma might be married.,Selma has implied that she is married.,Neutral,Factivity,,Artificial,,,,,implied,,Possibly Fact,Belief and opinion,Lexically driven,,
Selma is married. ,Selma has implied that she is married.,Neutral,Factivity,,Artificial,,,,,implied,,Possibly Fact,Belief and opinion,Lexically driven,,
Selma is not married. ,Selma has implied that she is married.,Neutral,Factivity,,Artificial,,,,,implied,,Possibly Counterfact,Belief and opinion,Lexically driven,,
Ryan is married.,Seth may have implied that Ryan is married.,Neutral,Factivity,,Artificial,,,,,may,,Possibly Fact,Belief and opinion,Lexically driven,,
Ryan is not married. ,Seth may have implied that Ryan is married.,Neutral,Factivity,,Artificial,,,,,may,,Possibly Counterfact,Belief and opinion,Lexically driven,,
Seth has implied that Ryan is married. ,Seth may have implied that Ryan is married.,Neutral,Factivity,,Artificial,,,,,may,,Possibly Fact,Belief and opinion,Lexically driven,,
Ryan was married.,Seth suggested that Ryan was married.,Neutral,Factivity,,Artificial,,,,,suggested,,Possibly Fact,Belief and opinion,Lexically driven,,
Ryan was not married.,Seth suggested that Ryan was married.,Neutral,Factivity,,Artificial,,,,,suggested,,Possibly Counterfact,Belief and opinion,Lexically driven,,
Bruce was Batman.,Bruce implied that he was Batman.,Neutral,Factivity,,Artificial,,,,,implied,,Possibly Fact,Belief and opinion,Lexically driven,,
Bruce was not Batman.,Bruce implied that he was Batman.,Neutral,Factivity,,Artificial,,,,,implied,,Possibly Counterfact,Belief and opinion,Lexically driven,,
Bruce was Batman.,Bruce implied that he was not Batman.,Neutral,Factivity,,Artificial,,,,,implied,,Possibly Counterfact,Belief and opinion,Lexically driven,,
Bruce was not Batman.,Bruce implied that he was not Batman.,Neutral,Factivity,,Artificial,,,,,implied,,Possibly Fact,Belief and opinion,Lexically driven,,
The planet is polluted.,Scientists suggest that the planet is polluted.,Neutral,Factivity,,Artificial,,,,,suggest,,Possibly Fact,Belief and opinion,Lexically driven,,
The planet is polluted.,Scientists suggest that the planet is not polluted.,Neutral,Factivity,,Artificial,,,,,suggest,,Possibly Counterfact,Belief and opinion,Lexically driven,,
The planet is not in danger.,Scientists suggest that the planet is in danger.,Neutral,Factivity,,Artificial,,,,,suggest,,Possibly Counterfact,Belief and opinion,Lexically driven,,
The planet is not in danger.,Scientists suggest that the planet is not in danger.,Neutral,Factivity,,Artificial,,,,,suggest,,Possibly Fact,Belief and opinion,Lexically driven,,
The killer was a man.,The neighbors confessed that the killer was a man.,Neutral,Factivity,,Artificial,,,,,confessed,Positive,Fact,Expressing proof,Lexically driven,,
The painting was not lost.,The thieves confessed that the painting was lost.,Contradiction,Factivity,,Artificial,,,,,confessed,Positive,Counterfact,Expressing proof,Lexically driven,,
The painting was lost.,The thieves confessed that the painting was not lost.,Contradiction,Factivity,,Artificial,,,,,confessed,Negative,Counterfact,Expressing proof,Lexically driven,,
The painting was not lost.,The thieves confessed that the painting was not lost.,Neutral,Factivity,,Artificial,,,,,confessed,Negative,Fact,Expressing proof,Lexically driven,,
The money was offered.,Some media speculated that the money was offered.,Neutral,Factivity,,Artificial,,,,,speculated,,Possibly Fact,Belief and opinion,Lexically driven,,
The money was not offered.,Some media speculated that the money was offered.,Neutral,Factivity,,Artificial,,,,,speculated,,Possibly Counterfact,Belief and opinion,Lexically driven,,
The cause of Susy's death was pneumonia.,The doctors speculated that the cause of Susy's death was pneumonia.,Neutral,Factivity,,Artificial,,,,,speculated,,Possibly Fact,Belief and opinion,Lexically driven,,
The cause of Susy's death was not pneumonia.,The doctors speculated that the cause of Susy's death was pneumonia.,Neutral,Factivity,,Artificial,,,,,speculated,,Possibly Counterfact,Belief and opinion,Lexically driven,,
Ben was in love with Martha.,Martha presumed that Ben was in love with her.,Neutral,Factivity,,Artificial,,,,,presumed,,Possibly Fact,Belief and opinion,Lexically driven,,
Ben was not in love with Martha.,Martha presumed that Ben was in love with her.,Neutral,Factivity,,Artificial,,,,,presumed,,Possibly Counterfact,Belief and opinion,Lexically driven,,
Ben was in love with Martha.,Martha presumed that Ben was not in love with her.,Neutral,Factivity,,Artificial,,,,,presumed,,Possibly Counterfact,Belief and opinion,Lexically driven,,
Ben was not in love with Martha.,Martha presumed that Ben was not in love with her.,Neutral,Factivity,,Artificial,,,,,presumed,,Possibly Fact,Belief and opinion,Lexically driven,,
Ben was not in love with Martha.,Martha learned that Ben was in love with her.,Contradiction,Factivity,,Artificial,,,,,learned,Positive,Counterfact,Knowledge,Lexically driven,,
Ben was in love with Martha.,Martha learned that Ben was in love with her.,Neutral,Factivity,,Artificial,,,,,learned,Positive,Fact,Knowledge,Lexically driven,,
Ben was not in love with Martha.,Martha learned that Ben was not in love with her.,Neutral,Factivity,,Artificial,,,,,learned,Negative,Fact,Knowledge,Lexically driven,,
Ben was in love with Martha.,Martha learned that Ben was not in love with her.,Contradiction,Factivity,,Artificial,,,,,learned,Negative,Counterfact,Knowledge,Lexically driven,,
Ben was in love with Martha.,Martha accepted that Ben was not in love with her.,Neutral,Factivity,,Artificial,,,,,accepted,Negative,Counterfact,Factive,Lexically driven,,
Ben was not in love with Martha.,Martha accepted that Ben was not in love with her.,Neutral,Factivity,,Artificial,,,,,accepted,Negative,Fact,Factive,Lexically driven,,
The window was closed.,Matthew saw that the window was closed.,Neutral,Factivity,,Artificial,,,,,saw,Positive,Fact,Perception,Lexically driven,,
The window was not closed.,Matthew saw that the window was closed.,Contradiction,Factivity,,Artificial,,,,,saw,Positive,Counterfact,Perception,Lexically driven,,
The window was open.,Matthew saw that the window was closed.,Contradiction,Factivity,,Artificial,,,,,saw,Negative,Counterfact,Perception,Lexically driven,,
The window was not open.,Matthew saw that the window was closed.,Neutral,Factivity,,Artificial,,,,,saw,Positive,Fact,Perception,Lexically driven,,
The window was open.,Matthew saw that the window was not closed.,Neutral,Factivity,,Artificial,,,,,saw,Positive,Fact,Perception,Lexically driven,,
The window was closed.,Matthew saw that the window was not closed.,Contradiction,Factivity,,Artificial,,,,,saw,Negative,Counterfact,Perception,Lexically driven,,
The window was not closed.,Matthew saw that the window was not closed.,Neutral,Factivity,,Artificial,,,,,saw,Negative,Fact,Perception,Lexically driven,,
A dog was chasing Bill.,Bill ran as if a dog were chasing him.,Neutral,Factivity,,Artificial,,,,,as if,Negative,Counterfact,Figure of Speech,Construction driven,,
Seth is alive.,July carries on as if Seth were still alive.,Neutral,Factivity,,Artificial,,,,,as if,Negative,Counterfact,Figure of Speech,Construction driven,,
Seth is dead.,July carries on as if Seth were still alive.,Neutral,Factivity,,Artificial,,,,,as if,Positive,Fact,Figure of Speech,Construction driven,,
Glenn is Sarah's brother.,Sarah loves Glenn as if he were her brother.,Neutral,Factivity,,Artificial,,,,,as if,Negative,Counterfact,Figure of Speech,Construction driven,,
It was the end of the world.,Mary got upset as if it were the end of the world.,Neutral,Factivity,,Artificial,,,,,as if,Negative,Counterfact,Figure of Speech,Construction driven,,
They killed Nick's dog.,Nick treated them as if they had killed his dog.,Neutral,Factivity,,Artificial,,,,,as if,Negative,Counterfact,Figure of Speech,Construction driven,,
People were zombies.,David avoided people like they were zombies.,Neutral,Factivity,,Artificial,,,,,like,Negative,Counterfact,Figure of Speech,Construction driven,,
Animals are commodities.,Many people treat animals like they were commodities.,Neutral,Factivity,,Artificial,,,,,like,Negative,Counterfact,Figure of Speech,Construction driven,,
Sara's enemies were insects.,Sara crushed her enemies as if they were insects.,Neutral,Factivity,,Artificial,,,,,as if,Negative,Counterfact,Figure of Speech,Construction driven,,
Amy has a crush on Tom.,It is clear that Amy has a crush on Tom.,Neutral,Factivity,,Artificial,,,,,clear,Positive,Fact,Impersonal,Lexically driven,,
Hank survived the catastrophe.,It is evident that Hank survived the catastrophe.,Neutral,Factivity,,Artificial,,,,,evident,Positive,Fact,Impersonal,Lexically driven,,
Amy does not have a crush on Tom.,It is clear that Amy has a crush on Tom.,Contradiction,Factivity,,Artificial,,,,,clear,Positive,Counterfact,Impersonal,Lexically driven,,
Amy has a crush on Tom.,It is clear that Amy does not have a crush on Tom.,Contradiction,Factivity,,Artificial,,,,,clear,Negative,Counterfact,Impersonal,Lexically driven,,
Amy does not have a crush on Tom.,It is clear that Amy does not have a crush on Tom.,Neutral,Factivity,,Artificial,,,,,clear,Negative,Fact,Impersonal,Lexically driven,,
Hank did not survive the catastrophe.,It is evident that Hank survived the catastrophe.,Contradiction,Factivity,,Artificial,,,,,evident,Positive,Counterfact,Impersonal,Lexically driven,,
Morgan escaped.,It is evident that Morgan escaped.,Neutral,Factivity,,Artificial,,,,,evident,Positive,Fact,Impersonal,Lexically driven,,
Morgan escaped.,It is evident that Morgan did not escape.,Contradiction,Factivity,,Artificial,,,,,evident,Negative,Counterfact,Impersonal,Lexically driven,,
Morgan did not escape.,It is evident that Morgan escaped.,Contradiction,Factivity,,Artificial,,,,,evident,Positive,Counterfact,Impersonal,Lexically driven,,
Morgan did not escape.,It is evident that Morgan did not escape.,Neutral,Factivity,,Artificial,,,,,evident,Negative,Fact,Impersonal,Lexically driven,,
The State is looking for other sources.,It is well-known that the State is looking for other sources.,Neutral,Factivity,,Artificial,,,,,known,Positive,Fact,Impersonal,Lexically driven,,
The virus does not exist.,Donald falsely claimed that the virus does not exist.,Contradiction,Factivity,,Artificial,,,,,falsely,Positive,Counterfact,Adverbial,Lexically driven,,
The virus exists.,Donald falsely claimed that the virus does not exist.,Neutral,Factivity,,Artificial,,,,,falsely,Positive,Fact,Adverbial,Lexically driven,,
Victoria killed her husband.,Victoria was falsely accused of killing her husband.,Contradiction,Factivity,,Artificial,,,,,falsely,Negative,Counterfact,Adverbial,Lexically driven,,
Victoria did not kill her husband.,Victoria was falsely accused of killing her husband.,Neutral,Factivity,,Artificial,,,,,falsely,Negative,Fact,Adverbial,Lexically driven,,
Victoria killed her husband.,Victoria was accused of killing her husband.,Neutral,Factivity,,Artificial,,,,,accused,,Possibly Fact,Factive,Construction driven,,
Victoria did not kill her husband.,Victoria was accused of killing her husband.,Neutral,Factivity,,Artificial,,,,,accused,,Possibly Counterfact,Factive,Construction driven,,
Victoria did not kill her husband.,Victoria was not accused of killing her husband.,Neutral,Factivity,,Artificial,,,,,accused,,Possibly Fact,Factive,Lexically driven,,
Joe was reading a book.,Joe has just finished reading a book.,Neutral,Factivity,,Artificial,,,,,finished,Positive,Fact,Change of state,Lexically driven,,
Joe was not reading a book.,Joe has just finished reading a book.,Contradiction,Factivity,,Artificial,,,,,finished,Positive,Counterfact,Change of state,Lexically driven,,
Eliza was very tired.,"Despite being very tired, Eliza continued to work.",Neutral,Factivity,,Artificial,,,,,despite,Positive,Fact,Factive,Construction driven,,
Eliza was not very tired.,"Despite being very tired, Eliza continued to work.",Contradiction,Factivity,,Artificial,,,,,despite,Positive,Counterfact,Factive,Construction driven,,
Eliza was working.,"Despite being very tired, Eliza continued to work.",Neutral,Factivity,,Artificial,,,,,continued,Positive,Fact,Change of state,Lexically driven,,
Eliza was not working.,"Despite being very tired, Eliza continued to work.",Contradiction,Factivity,,Artificial,,,,,continued,Positive,Counterfact,Change of state,Lexically driven,,
Leo is not eating healthy right now.,Leo will start eating healthy tomorrow.,Neutral,Factivity,,Artificial,,,,,start,Negative,Fact,Change of state,Lexically driven,,
Leo is eating healthy.,Leo will start eating healthy tomorrow.,Contradiction,Factivity,,Artificial,,,,,start,Negative,Counterfact,Change of state,Lexically driven,,
Tomorrow Leo will eat healthy.,Leo will start eating healthy tomorrow.,Neutral,Factivity,,Artificial,,,,,will,,Possibly Fact,Volition,Lexically driven,,
Tomorrow Leo will not eat healthy.,Leo will start eating healthy tomorrow.,Neutral,Factivity,,Artificial,,,,,will,,Possibly Counterfact,Volition,Lexically driven,,
Ale will call Matteo today.,Ale would like to call Matteo today.,Neutral,Factivity,,Artificial,,,,,would like,,Possibly Fact,Volition,Lexically driven,,
Ale will not call Matteo today.,Ale would like to call Matteo today.,Neutral,Factivity,,Artificial,,,,,would like,,Possibly Counterfact,Volition,Lexically driven,,
Ale will call Matteo today.,Ale does not have to call Matteo today.,Neutral,Factivity,,Artificial,,,,,have to,,Possibly Counterfact,Volition,Lexically driven,,
Ale will not call Matteo today.,Ale does not have to call Matteo today.,Neutral,Factivity,,Artificial,,,,,have to,,Possibly Fact,Volition,Lexically driven,,
Amy will never eat raw fish.,Amy would never eat raw fish.,Neutral,Factivity,,Artificial,,,,,would,,Possibly Fact,Volition,Lexically driven,,
Amy will eat raw fish.,Amy would never eat raw fish.,Neutral,Factivity,,Artificial,,,,,would,,Possibly Counterfact,Volition,Lexically driven,,
Francesco will be in Texas this summer.,Francesco is planning to go to Texas this summer.,Neutral,Factivity,,Artificial,,,,,planning,,Possibly Fact,Volition,Lexically driven,,
Francesco will not be in Texas this summer.,Francesco is planning to go to Texas this summer.,Neutral,Factivity,,Artificial,,,,,planning,,Possibly Counterfact,Volition,Lexically driven,,
Jen will have dinner with Cliff one of these days.,"Jen would like to have dinner with Cliff, one of these days.",Neutral,Factivity,,Artificial,,,,,would like,,Possibly Fact,Volition,Lexically driven,,
Laura went to Milan last month.,Laura is glad she did not go to Milan last month.,Contradiction,Factivity,,Artificial,,,,,is glad,Negative,Counterfact,Psychological reaction,Lexically driven,,
Laura did not go to Milan last month.,Laura is glad she did not go to Milan last month.,Neutral,Factivity,,Artificial,,,,,is glad,Negative,Fact,Psychological reaction,Lexically driven,,
Laura did not go to Milan last month.,Laura is glad she went to Milan last month.,Contradiction,Factivity,,Artificial,,,,,is glad,Positive,Counterfact,Psychological reaction,Lexically driven,,
Laura went to Milan last month.,Laura is glad she went to Milan last month.,Neutral,Factivity,,Artificial,,,,,is glad,Positive,Fact,Psychological reaction,Lexically driven,,
Laura went to Rome last month.,Laura is glad she did not go to Milan last month.,Neutral,Factivity,,Artificial,,,,,is glad,,Possibly Fact,Psychological reaction,Lexically driven,,
Laura went to Milan last month.,Laura regrets having gone to Milan last month.,Neutral,Factivity,,Artificial,,,,,regrets,Positive,Fact,Psychological reaction,Lexically driven,,
Laura went to Milan last month.,Laura regrets not having gone to Milan last month.,Contradiction,Factivity,,Artificial,,,,,regrets,Negative,Counterfact,Psychological reaction,Lexically driven,,
Laura did not go to Milan last month.,Laura regrets having gone to Milan last month.,Contradiction,Factivity,,Artificial,,,,,regrets,Positive,Counterfact,Psychological reaction,Lexically driven,,
Laura did not go to Milan last month.,Laura regrets not having gone to Milan last month.,Neutral,Factivity,,Artificial,,,,,regrets,Negative,Fact,Psychological reaction,Lexically driven,,
Dire Straits were the best band ever.,Luca knows that Dire Straits were the best band ever. ,Neutral,Factivity ,,Artificial,,,,,knows,Positive,Fact,Knowledge,Lexically driven,,
Dire Straits were not the best band ever.,Luca knows that Dire Straits were the best band ever. ,Contradiction,Factivity,,Artificial,,,,,knows,Positive,Counterfact,Knowledge,Lexically driven,,
Dire Straits were the best band ever.,Luca doubts that Dire Straits were the best band ever.,Neutral,Factivity,,Artificial,,,,,doubts,,Possibly Fact,Doubt,Lexically driven,,
Dire Straits were not the best band ever.,Luca doubts that Dire Straits were the best band ever.,Neutral,Factivity,,Artificial,,,,,doubts,,Possibly Counterfact,Doubt,Lexically driven,,
Dire Straits were the best band ever.,Luca doubts that Dire Straits were not the best band ever.,Neutral,Factivity,,Artificial,,,,,doubts,,Possibly Counterfact,Doubt,Lexically driven,,
Dire Straits were not the best band ever.,Luca doubts that Dire Straits were not the best band ever.,Neutral,Factivity,,Artificial,,,,,doubts,,Possibly Fact,Doubt,Lexically driven,,
Dire Straits were not the best band ever.,Luca guesses that Dire Straits were not the best band ever.,Neutral,Factivity,,Artificial,,,,,guesses,,Possibly Fact,Belief and opinion,Lexically driven,,
Dire Straits were the best band ever.,Luca guesses that Dire Straits were not the best band ever.,Neutral,Factivity,,Artificial,,,,,guesses,,Possibly Counterfact,Belief and opinion,Lexically driven,,
Dire Straits have split up.,"Even if they have split up, Dire straits remain the best band ever.",Neutral,Factivity,,Artificial,,,,,if,Positive,Fact,Factive,Construction driven,,
Dire Straits have not split up.,"Even if they have split up, Dire straits remain the best band ever.",Contradiction,Factivity,,Artificial,,,,,if,Negative,Counterfact,Factive,Construction driven,,
The ring had been stolen.,Maggie inferred that the ring had been stolen.,Neutral,Factivity,,Artificial,,,,,inferred,Positive,Fact,Inferencing process,Lexically driven,,
The ring had not been stolen.,Maggie inferred that the ring had been stolen.,Contradiction,Factivity,,Artificial,,,,,inferred,Positive,Counterfact,Inferencing process,Lexically driven,,
The ring had been stolen.,Maggie inferred that the ring had not been stolen.,Contradiction,Factivity,,Artificial,,,,,inferred,Negative,Counterfact,Inferencing process,Lexically driven,,
The ring had not been stolen.,Maggie inferred that the ring had not been stolen.,Neutral,Factivity,,Artificial,,,,,inferred,Negative,Fact,Inferencing process,Lexically driven,,
